,index,winery,vintage,points,cities,MarchLowTemp,MarchHighTemp,MarchAvgTemp,MarchPrecip,MarchCloudiness,MarchHumidity,AprilLowTemp,AprilHighTemp,AprilAvgTemp,AprilPrecip,AprilCloudiness,AprilHumidity,MayLowTemp,MayHighTemp,MayAvgTemp,MayPrecip,MayCloudiness,MayHumidity,JuneLowTemp,JuneHighTemp,JuneAvgTemp,JunePrecip,JuneCloudiness,JuneHumidity,JulyLowTemp,JulyHighTemp,JulyAvgTemp,JulyPrecip,JulyCloudiness,JulyHumidity,AugLowTemp,AugHighTemp,AugAvgTemp,AugPrecip,AugCloudiness,AugHumidity
59,88,Foyt Family,2009,88,Sebastopol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,89,Ferrari-Carano,2009,91,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,90,Ferrari-Carano,2009,87,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,91,Ferrari-Carano,2012,86,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,92,Ferrari-Carano,2013,92,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,93,Ferrari-Carano,2013,90,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,94,Ferrari-Carano,2014,84,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,95,Ferrari-Carano,2016,88,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,96,J. Rickards,2009,85,Cloverdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,97,J. Rickards,2009,90,Cloverdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,98,J. Rickards,2012,87,Cloverdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,99,J. Rickards,2014,87,Cloverdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,100,J. Rickards,2014,90,Cloverdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,101,J. Rickards,2014,88,Cloverdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,116,David Family,2009,87,San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,117,Greenwood Ridge,2009,88,Philo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,118,Greenwood Ridge,2012,86,Philo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,119,Greenwood Ridge,2013,86,Philo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,120,Greenwood Ridge,2013,90,Philo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,123,Coquelicot,2009,85,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,124,Coquelicot,2010,82,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,125,Coquelicot,2010,85,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,126,Coquelicot,2011,85,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,127,Coquelicot,2011,88,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,128,Coquelicot,2016,91,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,133,Brander,2009,87,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,134,Brander,2010,83,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,135,Brander,2010,86,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,136,Brander,2011,86,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,137,Brander,2013,90,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,138,Brander,2014,88,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,139,Brander,2015,88,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,140,Brander,2015,93,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,141,Brander,2015,90,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,142,Brander,2015,89,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,143,Brander,2015,90,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,144,Brander,2016,90,Los Olivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,146,Muscardini,2009,87,Kenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,147,Muscardini,2009,80,Kenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,148,Muscardini,2009,86,Kenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,149,Muscardini,2010,88,Kenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,150,Muscardini,2010,92,Kenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,151,Muscardini,2010,86,Kenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,152,Muscardini,2011,89,Kenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,153,Muscardini,2011,91,Kenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,154,B.R. Cohn,2009,86,Glen Ellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,155,B.R. Cohn,2009,82,Glen Ellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,156,Joullian,2009,87,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,157,Joullian,2012,86,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,158,Joullian,2012,91,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,159,Joullian,2012,88,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,160,Joullian,2013,88,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,161,Joullian,2013,88,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,162,Joullian,2013,91,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,163,Joullian,2013,89,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,164,Joullian,2013,85,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,165,Joullian,2015,88,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,166,Cuvaison,2009,86,Napa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,167,Cuvaison,2013,91,Napa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,168,Cuvaison,2013,90,Napa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,169,Cuvaison,2014,88,Napa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,204,Dutton-Goldfield,2009,94,Sebastopol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,205,Dutton-Goldfield,2010,93,Sebastopol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,206,Dutton-Goldfield,2010,88,Sebastopol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,207,Dutton-Goldfield,2010,91,Sebastopol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,208,Dutton-Goldfield,2011,88,Sebastopol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,209,Dutton-Goldfield,2011,88,Sebastopol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,210,Dutton-Goldfield,2012,93,Sebastopol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,211,Dutton-Goldfield,2013,93,Sebastopol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,212,Dutton-Goldfield,2013,92,Sebastopol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,213,Dutton-Goldfield,2013,92,Sebastopol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,214,Dutton-Goldfield,2014,91,Sebastopol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,215,Dutton-Goldfield,2015,90,Sebastopol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,218,De Loach,2009,96,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,219,De Loach,2009,86,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,220,De Loach,2011,88,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,221,De Loach,2011,92,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,222,De Loach,2011,91,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,223,De Loach,2012,92,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,224,De Loach,2013,93,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,225,De Loach,2014,92,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,249,Chalk Hill,2009,92,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,250,Chalk Hill,2009,84,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,251,Chalk Hill,2010,91,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,252,Chalk Hill,2012,91,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,253,Chalk Hill,2012,88,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,254,Chalk Hill,2014,88,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,255,Chalk Hill,2014,85,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,256,Chalk Hill,2014,92,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,257,Castoro Cellars,2009,85,San Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,258,Castoro Cellars,2013,88,San Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,259,Castoro Cellars,2014,90,San Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,260,Castoro Cellars,2014,86,San Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,261,Castoro Cellars,2015,88,San Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,262,Castoro Cellars,2015,87,San Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,263,Castoro Cellars,2015,87,San Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,264,Azur,2009,88,Napa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,267,Boekenoogen,2009,90,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,268,Boekenoogen,2013,89,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,269,Boekenoogen,2013,93,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,270,Boekenoogen,2015,91,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,271,Boekenoogen,2015,87,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,272,Boekenoogen,2015,93,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,273,Boekenoogen,2015,88,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,274,Boekenoogen,2015,91,Carmel Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,276,Kokomo,2009,84,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,277,Kokomo,2012,93,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,278,Kokomo,2012,86,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,279,Kokomo,2012,88,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,280,Kokomo,2013,92,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,281,Kokomo,2013,93,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,282,Kokomo,2013,89,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,283,Kokomo,2013,87,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,284,Kokomo,2014,93,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,285,Kokomo,2014,91,Healdsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,288,Duckhorn,2009,93,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,289,Duckhorn,2011,90,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,290,Duckhorn,2012,93,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,291,Duckhorn,2012,91,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,292,Duckhorn,2013,88,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,293,Duckhorn,2013,94,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,294,Duckhorn,2013,91,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,295,Duckhorn,2013,91,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,296,Duckhorn,2014,89,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,297,Duckhorn,2014,93,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,298,Duckhorn,2014,90,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,299,Horse & Plow,2009,84,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,300,Horse & Plow,2010,91,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,301,Horse & Plow,2010,89,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,302,Horse & Plow,2011,88,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,303,Horse & Plow,2012,87,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,309,Balletto,2009,87,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,310,Balletto,2009,89,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,311,Balletto,2009,92,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,312,Balletto,2011,86,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,313,Balletto,2011,90,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,314,Balletto,2012,91,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,315,Balletto,2013,94,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,316,Balletto,2013,92,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,317,Balletto,2014,90,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,318,Balletto,2014,90,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,319,Balletto,2014,90,Santa Rosa,44.29032258064516,64.2258064516129,56.70967741935484,5.000000000000001,38.03225806451613,73.83870967741936,44.53333333333333,69.36666666666666,61.4,1.0,23.366666666666667,70.43333333333334,48.29032258064516,75.61290322580645,67.96774193548387,0.1,16.06451612903226,60.74193548387097,50.96666666666667,79.63333333333334,72.26666666666667,0.0,6.7,61.766666666666666,55.38709677419355,81.19354838709677,73.90322580645162,0.0,13.258064516129032,67.0,55.25806451612903,79.19354838709677,71.54838709677419,0.1,10.129032258064516,70.09677419354838
201,320,Balletto,2014,90,Santa Rosa,44.29032258064516,64.2258064516129,56.70967741935484,5.000000000000001,38.03225806451613,73.83870967741936,44.53333333333333,69.36666666666666,61.4,1.0,23.366666666666667,70.43333333333334,48.29032258064516,75.61290322580645,67.96774193548387,0.1,16.06451612903226,60.74193548387097,50.96666666666667,79.63333333333334,72.26666666666667,0.0,6.7,61.766666666666666,55.38709677419355,81.19354838709677,73.90322580645162,0.0,13.258064516129032,67.0,55.25806451612903,79.19354838709677,71.54838709677419,0.1,10.129032258064516,70.09677419354838
202,321,Balletto,2015,92,Santa Rosa,44.645161290322584,67.19354838709677,58.54838709677419,0.4,29.258064516129032,72.0,43.166666666666664,67.56666666666666,59.666666666666664,1.7,23.433333333333334,68.43333333333334,44.96774193548387,68.3225806451613,62.0,0.1,35.96774193548387,75.70967741935483,51.56666666666667,78.93333333333334,71.9,0.4,12.266666666666667,66.46666666666667,55.064516129032256,80.35483870967742,73.61290322580645,0.4,15.096774193548388,68.64516129032258,54.935483870967744,81.06451612903226,73.2258064516129,0.0,22.64516129032258,68.6774193548387
203,322,Balletto,2015,90,Santa Rosa,44.645161290322584,67.19354838709677,58.54838709677419,0.4,29.258064516129032,72.0,43.166666666666664,67.56666666666666,59.666666666666664,1.7,23.433333333333334,68.43333333333334,44.96774193548387,68.3225806451613,62.0,0.1,35.96774193548387,75.70967741935483,51.56666666666667,78.93333333333334,71.9,0.4,12.266666666666667,66.46666666666667,55.064516129032256,80.35483870967742,73.61290322580645,0.4,15.096774193548388,68.64516129032258,54.935483870967744,81.06451612903226,73.2258064516129,0.0,22.64516129032258,68.6774193548387
204,362,Darcie Kent Vineyards,2009,87,Livermore,42.096774193548384,63.29032258064516,55.29032258064516,3.9,25.419354838709676,74.3225806451613,43.43333333333333,70.06666666666666,61.13333333333333,1.9000000000000001,22.366666666666667,63.2,50.32258064516129,78.93548387096774,69.93548387096774,0.8,20.70967741935484,60.12903225806452,52.13333333333333,80.4,71.73333333333333,1.1,18.2,60.36666666666667,54.774193548387096,89.25806451612904,78.93548387096774,0.0,4.0,48.935483870967744,56.0,89.51612903225806,78.54838709677419,0.0,6.967741935483871,51.45161290322581
